Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2015-01-01,274.1272277832031,276.424560546875,272.3887023925781,274.1893310546875,233.21218872070312,575332.0,TATACOMM
2015-01-02,274.3755798339844,276.5487365722656,269.5325622558594,270.37078857421875,229.9643096923828,390750.0,TATACOMM
2015-01-05,270.09136962890625,276.4555969238281,270.09136962890625,271.395263671875,230.83567810058594,664332.0,TATACOMM
2015-01-06,269.843017578125,270.37078857421875,257.052490234375,258.791015625,220.11514282226562,892644.0,TATACOMM
2015-01-07,254.5688934326172,265.0310363769531,254.5688934326172,263.0441589355469,223.732666015625,431581.0,TATACOMM
2015-01-08,265.1241760253906,267.0489807128906,261.46087646484375,264.3170166015625,224.8152618408203,446490.0,TATACOMM
2015-01-09,265.7450866699219,267.8871765136719,260.9020690917969,264.03759765625,224.57765197753906,479740.0,TATACOMM
2015-01-12,263.88238525390625,265.62091064453125,260.34326171875,261.119384765625,222.09552001953125,557619.0,TATACOMM
2015-01-13,260.0328063964844,265.52777099609375,260.00177001953125,264.0997009277344,224.63046264648438,1040978.0,TATACOMM
2015-01-14,263.5408935546875,270.27764892578125,259.7844543457031,263.2304382324219,223.89111328125,743308.0,TATACOMM
2015-01-15,266.3659973144531,271.5505065917969,262.2991027832031,269.3463134765625,229.09295654296875,886964.0,TATACOMM
2015-01-16,269.3463134765625,270.9295959472656,264.1928405761719,265.0931396484375,225.47543334960938,509557.0,TATACOMM
2015-01-19,265.43463134765625,271.9540710449219,263.5719299316406,264.06866455078125,224.6040496826172,811995.0,TATACOMM
2015-01-20,264.75164794921875,266.9248046875,262.7026672363281,263.38568115234375,224.0231475830078,476930.0,TATACOMM
2015-01-21,264.1928405761719,267.2352600097656,262.05072021484375,263.1683654785156,223.83828735351562,983646.0,TATACOMM
2015-01-22,263.44775390625,266.0555419921875,257.1456298828125,259.62921142578125,220.8280487060547,424190.0,TATACOMM
2015-01-23,261.119384765625,263.7271728515625,255.2518768310547,258.44952392578125,219.82467651367188,961372.0,TATACOMM
2015-01-27,258.604736328125,260.3122253417969,251.15394592285156,252.86141967773438,215.07171630859375,1298270.0,TATACOMM
2015-01-28,252.86141967773438,257.1145935058594,248.142578125,250.5019989013672,213.0648956298828,1331345.0,TATACOMM
2015-01-29,250.19154357910156,257.6112976074219,247.9873504638672,255.4381561279297,217.26336669921875,1238050.0,TATACOMM
2015-01-30,256.6488952636719,259.22564697265625,254.16529846191406,254.87933349609375,216.78805541992188,492135.0,TATACOMM
2015-02-02,252.08529663085938,259.8465270996094,252.08529663085938,254.07217407226562,216.10154724121094,673219.0,TATACOMM
2015-02-03,255.28292846679688,260.3122253417969,253.26499938964844,257.48712158203125,219.006103515625,1088765.0,TATACOMM
2015-02-04,259.970703125,262.8889465332031,256.5868225097656,258.26324462890625,219.66622924804688,1201060.0,TATACOMM
2015-02-05,258.41845703125,263.60296630859375,250.99871826171875,252.8303680419922,215.04530334472656,669085.0,TATACOMM
2015-02-06,253.35813903808594,255.4071044921875,243.4547882080078,244.97598266601562,208.36473083496094,790889.0,TATACOMM
