Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2015-01-01,319.40557861328125,328.8687744140625,316.9271240234375,327.0662536621094,304.24456787109375,2460188.0,BHARTIARTL
2015-01-02,327.87738037109375,330.76141357421875,326.255126953125,329.00396728515625,306.04705810546875,2795887.0,BHARTIARTL
2015-01-05,330.0854797363281,330.0854797363281,320.4870910644531,321.7037658691406,299.25628662109375,1605267.0,BHARTIARTL
2015-01-06,320.9377136230469,320.9377136230469,313.9980163574219,319.1802673339844,296.9088439941406,3916948.0,BHARTIARTL
2015-01-07,317.1974792480469,322.6501159667969,315.89068603515625,319.9463195800781,297.6214294433594,4899318.0,BHARTIARTL
2015-01-08,321.3432922363281,327.111328125,318.27899169921875,325.48907470703125,302.7774658203125,7096620.0,BHARTIARTL
2015-01-09,326.70574951171875,328.8687744140625,319.0,320.6673278808594,298.2921447753906,3831782.0,BHARTIARTL
2015-01-12,320.57720947265625,320.57720947265625,312.8263854980469,314.49371337890625,292.54931640625,2276975.0,BHARTIARTL
2015-01-13,315.34991455078125,317.512939453125,310.3028869628906,312.1053771972656,290.3276062011719,1604173.0,BHARTIARTL
2015-01-14,312.69122314453125,313.8177795410156,310.6183166503906,311.6547546386719,289.90838623046875,3415213.0,BHARTIARTL
2015-01-15,311.9251403808594,317.7833251953125,309.401611328125,314.8542175292969,292.8846435546875,4966049.0,BHARTIARTL
2015-01-16,312.73626708984375,317.2425537109375,305.6163330078125,308.9960632324219,287.4352722167969,9779165.0,BHARTIARTL
2015-01-19,309.9423828125,317.512939453125,308.1398620605469,315.8456115722656,293.8068542480469,3385131.0,BHARTIARTL
2015-01-20,315.8456115722656,321.74884033203125,313.6825866699219,319.856201171875,297.53759765625,2891041.0,BHARTIARTL
2015-01-21,319.9463195800781,333.4651794433594,319.4956970214844,332.5639343261719,309.358642578125,5052826.0,BHARTIARTL
2015-01-22,336.4844055175781,337.025146484375,325.48907470703125,333.4651794433594,310.19696044921875,2502844.0,BHARTIARTL
2015-01-23,336.1239013671875,349.4624938964844,335.2677001953125,346.17291259765625,322.01800537109375,6269436.0,BHARTIARTL
2015-01-27,344.9111633300781,355.9966125488281,343.9197692871094,355.2756042480469,330.4855651855469,5268554.0,BHARTIARTL
2015-01-28,354.8249816894531,356.62750244140625,334.9071960449219,336.709716796875,313.21514892578125,4490563.0,BHARTIARTL
2015-01-29,337.7912292480469,342.9283752441406,327.2014465332031,338.6924743652344,315.05950927734375,7542171.0,BHARTIARTL
2015-01-30,343.1987609863281,343.1987609863281,329.995361328125,336.7998352050781,313.2989807128906,5409140.0,BHARTIARTL
2015-02-02,333.4651794433594,336.4844055175781,321.2982177734375,323.8217468261719,301.2264709472656,4157252.0,BHARTIARTL
2015-02-03,324.5877990722656,337.0702209472656,324.5427551269531,334.8621520996094,311.4964599609375,4242370.0,BHARTIARTL
2015-02-04,337.9714660644531,340.04437255859375,328.9588928222656,332.51885986328125,309.31671142578125,5535031.0,BHARTIARTL
2015-02-05,333.4651794433594,335.1775817871094,324.4976806640625,328.68853759765625,305.7536926269531,8259274.0,BHARTIARTL
2015-02-06,328.8687744140625,333.4651794433594,323.5513610839844,331.88800048828125,308.7298889160156,3318996.0,BHARTIARTL
2015-02-09,328.9588928222656,329.58978271484375,318.369140625,320.9377136230469,298.54364013671875,3030260.0,BHARTIARTL
2015-02-10,320.2167053222656,326.07489013671875,318.143798828125,320.9827880859375,298.5855712890625,6847286.0,BHARTIARTL
2015-02-11,321.7037658691406,325.0384216308594,313.6375427246094,320.9377136230469,298.54364013671875,3489433.0,BHARTIARTL
2015-02-12,323.5513610839844,324.3174133300781,314.8091735839844,317.8734436035156,295.69317626953125,4361948.0,BHARTIARTL
2015-02-13,318.86480712890625,321.2982177734375,314.8091735839844,319.9463195800781,297.6214294433594,3377769.0,BHARTIARTL
2015-02-16,318.143798828125,329.3644714355469,317.2425537109375,325.6693115234375,302.945068359375,2355833.0,BHARTIARTL
2015-02-18,327.2014465332031,327.6520690917969,315.89068603515625,317.2425537109375,295.1062927246094,3408770.0,BHARTIARTL
2015-02-19,319.9012756347656,323.0105895996094,315.62030029296875,321.47845458984375,299.046630859375,3057263.0,BHARTIARTL
2015-02-20,319.9463195800781,323.37109375,313.86285400390625,314.8542175292969,292.8846435546875,4072136.0,BHARTIARTL
2015-02-23,313.6375427246094,316.25115966796875,311.114013671875,313.00665283203125,291.16595458984375,2410807.0,BHARTIARTL
2015-02-24,311.9251403808594,315.3048400878906,306.5176086425781,308.2750549316406,286.7645568847656,7390936.0,BHARTIARTL
2015-02-25,312.6461486816406,315.89068603515625,310.6183166503906,314.17828369140625,292.2558898925781,2882686.0,BHARTIARTL
2015-02-26,315.4400329589844,317.7833251953125,312.0603332519531,314.8542175292969,292.8846435546875,4571845.0,BHARTIARTL
2015-02-27,314.5387878417969,322.740234375,313.05169677734375,320.1265869140625,297.7890930175781,3711112.0,BHARTIARTL
2015-03-02,321.1179504394531,327.1563720703125,311.3843994140625,314.5838623046875,292.6331787109375,4619840.0,BHARTIARTL
2015-03-03,315.4400329589844,315.9808044433594,309.7621154785156,314.76409912109375,292.8008117675781,2293482.0,BHARTIARTL
2015-03-04,317.2425537109375,323.0105895996094,314.8091735839844,316.5666198730469,294.4775390625,3694564.0,BHARTIARTL
2015-03-05,316.7018127441406,317.1524353027344,310.07757568359375,313.5473937988281,291.66900634765625,3879220.0,BHARTIARTL
2015-03-09,312.5109558105469,312.5109558105469,305.6163330078125,309.53680419921875,287.9383239746094,3823862.0,BHARTIARTL
2015-03-10,308.2750549316406,344.5506591796875,307.1034240722656,331.61761474609375,308.4783935546875,12896222.0,BHARTIARTL
2015-03-11,333.4651794433594,355.0953674316406,326.4804382324219,351.08477783203125,326.5871887207031,14318713.0,BHARTIARTL
2015-03-12,350.99462890625,360.41278076171875,348.8316345214844,358.5201416015625,333.503662109375,18411651.0,BHARTIARTL
2015-03-13,359.55657958984375,362.9363098144531,350.9495849609375,360.72821044921875,335.5576477050781,12653947.0,BHARTIARTL
2015-03-16,360.41278076171875,360.41278076171875,348.0655517578125,350.0483093261719,325.623046875,15605904.0,BHARTIARTL
2015-03-17,353.4731140136719,353.6533508300781,341.5765075683594,348.3809814453125,324.0719299316406,13158523.0,BHARTIARTL
2015-03-18,347.795166015625,351.7607116699219,343.82965087890625,344.5055847167969,320.467041015625,4777244.0,BHARTIARTL
2015-03-19,345.1815185546875,346.9389953613281,342.25244140625,344.2351989746094,320.2154846191406,4636137.0,BHARTIARTL
2015-03-20,343.3790283203125,349.507568359375,340.3147277832031,342.70306396484375,318.7903137207031,7256601.0,BHARTIARTL
2015-03-23,346.0827941894531,351.40020751953125,340.67523193359375,345.4068603515625,321.305419921875,3546841.0,BHARTIARTL
2015-03-24,344.10003662109375,357.3485107421875,343.9197692871094,354.9601745605469,330.192138671875,8101985.0,BHARTIARTL
2015-03-25,348.78656005859375,358.2047119140625,348.7414855957031,355.9966125488281,331.15625,11374656.0,BHARTIARTL
2015-03-26,351.4903259277344,363.6573181152344,351.4903259277344,360.1874694824219,335.0546569824219,12656646.0,BHARTIARTL
2015-03-27,361.4041748046875,364.5585632324219,334.4565734863281,339.3233642578125,315.64642333984375,9357286.0,BHARTIARTL
2015-03-30,342.4777526855469,354.1039733886719,340.3147277832031,350.9495849609375,326.4613952636719,5166621.0,BHARTIARTL
2015-03-31,350.6341247558594,356.62750244140625,346.9840393066406,354.4644775390625,329.73101806640625,6709861.0,BHARTIARTL
2015-04-01,354.4644775390625,364.8739929199219,354.2391662597656,362.5758056640625,337.2763671875,6096908.0,BHARTIARTL
2015-04-06,362.5758056640625,368.704345703125,359.10595703125,361.2239074707031,336.0187683105469,4825167.0,BHARTIARTL
2015-04-07,362.305419921875,369.5154724121094,357.078125,364.78387451171875,339.3303527832031,4691848.0,BHARTIARTL
2015-04-08,366.81170654296875,381.0966491699219,366.81170654296875,377.7619934082031,351.4029541015625,6392808.0,BHARTIARTL
2015-04-09,377.8070373535156,378.9786682128906,365.2344970703125,366.991943359375,341.3843994140625,5176227.0,BHARTIARTL
2015-04-10,366.81170654296875,373.0303955078125,361.85479736328125,371.2729187011719,345.3666076660156,5103339.0,BHARTIARTL
2015-04-13,368.704345703125,384.83685302734375,367.71295166015625,383.66522216796875,356.89422607421875,4307880.0,BHARTIARTL
2015-04-15,383.0343322753906,383.0343322753906,368.7494201660156,374.1569519042969,348.0494079589844,3883730.0,BHARTIARTL
2015-04-16,375.0581970214844,381.186767578125,373.52606201171875,376.72552490234375,350.43878173828125,3429760.0,BHARTIARTL
2015-04-17,378.4830017089844,382.7639465332031,364.017822265625,365.8653869628906,340.33642578125,6165372.0,BHARTIARTL
2015-04-20,363.92767333984375,367.3524475097656,359.3763427734375,362.5758056640625,337.2763671875,3642501.0,BHARTIARTL
2015-04-21,358.38494873046875,369.4704284667969,355.0953674316406,358.97076416015625,333.92291259765625,4315761.0,BHARTIARTL
2015-04-22,357.79913330078125,361.6745300292969,352.57183837890625,359.962158203125,334.84503173828125,4659581.0,BHARTIARTL
2015-04-23,362.12518310546875,363.1165466308594,357.79913330078125,360.3677062988281,335.2223205566406,6374398.0,BHARTIARTL
2015-04-24,360.5028991699219,363.3869323730469,355.9515686035156,359.7368469238281,334.635498046875,8213565.0,BHARTIARTL
2015-04-27,359.55657958984375,363.8375549316406,346.2179870605469,352.3916015625,327.8027038574219,16825758.0,BHARTIARTL
2015-04-28,350.5890808105469,369.0648498535156,345.5420227050781,361.1788635253906,335.9768981933594,5756976.0,BHARTIARTL
2015-04-29,355.0953674316406,362.75604248046875,345.99267578125,349.10198974609375,324.7427673339844,12480808.0,BHARTIARTL
2015-04-30,349.192138671875,349.68780517578125,335.08746337890625,343.4691467285156,319.50286865234375,9124401.0,BHARTIARTL
2015-05-04,336.709716796875,355.18548583984375,336.709716796875,354.1039733886719,329.3957214355469,5025010.0,BHARTIARTL
2015-05-05,353.2928466796875,353.2928466796875,344.73089599609375,348.8316345214844,324.4912414550781,2710648.0,BHARTIARTL
2015-05-06,354.4644775390625,365.0091857910156,347.88531494140625,351.67059326171875,327.1321105957031,15076384.0,BHARTIARTL
2015-05-07,351.40020751953125,360.9535217285156,347.29949951171875,354.7799072265625,330.02447509765625,8782001.0,BHARTIARTL
2015-05-08,357.79913330078125,360.5028991699219,355.18548583984375,358.65533447265625,333.6295166015625,6371723.0,BHARTIARTL
2015-05-11,357.79913330078125,362.9813537597656,355.7262268066406,357.078125,332.16229248046875,4799566.0,BHARTIARTL
2015-05-12,357.3485107421875,359.9170837402344,350.54400634765625,352.88726806640625,328.2638244628906,6930590.0,BHARTIARTL
2015-05-13,356.89788818359375,360.5028991699219,343.108642578125,344.7759704589844,320.7185363769531,6440531.0,BHARTIARTL
2015-05-14,344.2802734375,353.4731140136719,343.28887939453125,347.88531494140625,323.6109619140625,5484794.0,BHARTIARTL
2015-05-15,349.68780517578125,355.9966125488281,348.78656005859375,353.2928466796875,328.6411437988281,4322623.0,BHARTIARTL
2015-05-18,355.0953674316406,360.3226623535156,353.2928466796875,358.2047119140625,333.21026611328125,4866514.0,BHARTIARTL
2015-05-19,359.51153564453125,365.0091857910156,356.08673095703125,358.70037841796875,333.6713562011719,6042689.0,BHARTIARTL
2015-05-20,358.0244445800781,363.9727478027344,357.6639404296875,360.99859619140625,335.80914306640625,5645720.0,BHARTIARTL
2015-05-21,361.4041748046875,362.9363098144531,354.6447448730469,357.3034362792969,332.37188720703125,2829064.0,BHARTIARTL
2015-05-22,356.4472351074219,359.3312683105469,352.0761413574219,355.906494140625,331.0723876953125,3589617.0,BHARTIARTL
2015-05-25,355.906494140625,368.6142272949219,353.563232421875,360.41278076171875,335.2642517089844,5979086.0,BHARTIARTL
2015-05-26,362.305419921875,366.7666320800781,358.8806457519531,360.99859619140625,335.80914306640625,6978361.0,BHARTIARTL
2015-05-27,360.6380920410156,372.30938720703125,360.6380920410156,368.388916015625,342.683837890625,5615442.0,BHARTIARTL
2015-05-28,371.3179931640625,371.9939270019531,360.4578552246094,363.2066650390625,337.8632507324219,8018965.0,BHARTIARTL
2015-05-29,362.9813537597656,392.0469055175781,362.5758056640625,383.5751037597656,356.8103942871094,75197864.0,BHARTIARTL
2015-06-01,374.8779602050781,379.3842468261719,369.69573974609375,375.4637756347656,349.2650451660156,4727277.0,BHARTIARTL
2015-06-02,378.843505859375,382.5837097167969,371.9939270019531,376.815673828125,350.5226135253906,4759119.0,BHARTIARTL
2015-06-03,376.8607177734375,381.2318115234375,368.7944641113281,379.158935546875,352.702392578125,4054895.0,BHARTIARTL
2015-06-04,378.9786682128906,382.49359130859375,373.1205139160156,375.2835388183594,349.09735107421875,3630919.0,BHARTIARTL
2015-06-05,375.82427978515625,380.64599609375,372.94024658203125,374.5625305175781,348.42669677734375,5527337.0,BHARTIARTL
2015-06-08,376.13970947265625,376.6354064941406,367.7580261230469,370.01116943359375,344.19287109375,3158812.0,BHARTIARTL
2015-06-09,371.3179931640625,371.3179931640625,363.0715026855469,367.66790771484375,342.01318359375,3013310.0,BHARTIARTL
