observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,sortino_ratio,daily_var_95,omega_ratio,tail_ratio,variance,win_rate,loss_rate,best_daily_return,worst_daily_return
21,0.06179768170122468,1.0535310474412238,0.18960728351551126,3.89066943012022,-0.030979187543917375,34.00770423522872,4.684652543898992,-0.009388480713013559,1.8287986220222354,1.955298182890879,0.0001426623887386169,0.5238095238095238,0.47619047619047616,0.02387601163694212,-0.025484085692673457
