date,portfolio_return,active_stocks,transaction_cost,portfolio_growth,portfolio_value,cumulative_return,running_peak,drawdown,return_360ONE,return_BHARATFORG,return_CGCL,return_CREDITACC,return_GVT&D,return_HBLENGINE,return_HINDCOPPER,return_HONASA,return_IDEA,return_MRPL
2025-12-16,-0.008564999008382836,10,0.0,0.9859189964749178,985918.9964749177,-0.014081003525082236,1001553.4130583039,-0.015610167545278997,-0.009871546018072386,0.0023336356024670213,-0.006967265438161396,-0.01718884255047315,-0.0021526529027541264,-0.02008942743340303,-0.027766809929822944,0.011874634163137499,-0.008810606000770771,-0.007011109575975061
2025-12-17,-0.009388480713013559,10,0.0,0.9766627149919193,976662.7149919192,-0.023337285008080744,1001553.4130583039,-0.024852092501366885,-0.006440856284961494,-0.0028926754116882503,-0.012872261279562869,0.016137949251784356,-0.01417189183103551,-0.046440417595737915,-0.003248456800977517,-0.010196240229459752,-0.01066665649414067,-0.003093300454355963
2025-12-18,0.007222803211149844,10,0.0,0.9837169575859732,983716.9575859732,-0.016283042414026783,1001553.4130583039,-0.01780879106373967,0.015185184014119946,-0.004103889570711727,-0.00733154596152652,-0.010483416410292268,-0.03662933791242973,0.07347926412196681,0.05228134301687759,0.0052478033186869055,0.015274040839709846,-0.03069141334490244
2025-12-19,0.02387601163694212,10,0.0,1.0072041951127533,1007204.1951127533,0.0072041951127532755,1007204.1951127533,0.0,-0.0037613397595371856,0.023019562221080037,0.016631996227819634,0.011938626662710838,0.022890042692442103,0.032484617012005224,0.0002580540515551011,0.0454370089057925,0.0584070651568005,0.031454483198752436
2025-12-22,0.012312741537934959,10,0.0,1.0196056400431004,1019605.6400431003,0.019605640043100392,1019605.6400431003,0.0,0.023355809203557287,0.01132025999123143,-0.014141543988599126,0.01593876398541494,0.05835331066216587,0.004908586994567754,0.04089791630353079,-0.012761223146484868,-0.009197295679464479,0.004452831053429973
2025-12-23,0.009264482260323816,10,0.0,1.0290517584078058,1029051.7584078058,0.029051758407805828,1029051.7584078058,0.0,0.013899565254078539,0.002746827229777926,0.004050161148328124,0.001076599470261952,0.010362116287411238,0.030779211256917405,0.01090733354493989,0.02023225699563902,0.013502096393372742,-0.014911344977488694
2025-12-24,0.009941198995984835,10,0.0,1.0392817667153058,1039281.7667153059,0.03928176671530581,1039281.7667153059,0.0,0.012101263271310003,-0.006642878639507299,-0.0022970490832763257,0.0010755354279625706,0.010671376345592787,0.006680011316889445,0.0705002473503531,0.010650106450317498,0.0008326585088471727,-0.004159280988640601
2025-12-26,-0.000625227345467728,10,0.0,1.0386319793351093,1038631.9793351094,0.03863197933510931,1039281.7667153059,-0.0006252273454677715,-0.013879562697584502,-0.004619022153593222,0.003425466855769832,-0.031847134354629714,-0.028514526162938703,0.0180353888847975,0.08945137268158776,-0.024527678497006877,-0.006655646783166214,-0.00712093122791313
2025-12-29,0.007870008007983443,10,0.0,1.0468060213298243,1046806.0213298242,0.046806021329824254,1046806.0213298242,0.0,-0.007461469185081726,0.001315802097183738,-0.014046734543336492,0.01569439537990558,0.00035790687078463,0.029916434327679875,0.024915945318086496,0.031849520615144344,0.0016750802735814307,-0.005516801074113453
2025-12-30,0.018357279278261477,10,0.0,1.0660225318135417,1066022.5318135417,0.06602253181354167,1066022.5318135417,0.0,0.01793950604607053,0.006156251576561189,0.025315071124207167,-0.03566417385007037,0.022965355880457894,0.009520265576278275,0.09416339952972286,0.05180501817290151,0.008361235882171414,-0.01698913715568573
2025-12-31,-0.003963190257460646,10,0.0,1.0617976817012247,1061797.6817012248,0.06179768170122468,1066022.5318135417,-0.003963190257460614,-0.001342675632812318,0.01086211730513642,0.01217882874380094,0.03067089577702098,-0.003911264561788919,-0.007019304069838972,-0.028217813497702693,-0.017504744208008405,-0.10779437359059241,0.0724464311601789
