iteration,best_fitness,iteration_best_fitness,average_fitness,selected_stocks
40,0.7462994095437678,0.7462994095437678,0.6807475551595177,10
41,0.7462994095437678,0.7462994095437678,0.688748155641851,10
42,0.7462994095437678,0.7462994095437678,0.6957044188437047,10
43,0.7462994095437678,0.7462994095437678,0.691738105684155,10
44,0.7462994095437678,0.7462994095437678,0.688497766101068,10
45,0.7462994095437678,0.7462994095437678,0.6923932425178896,10
46,0.7462994095437678,0.7462994095437678,0.6942158796072637,10
47,0.7462994095437678,0.7462994095437678,0.6930849866839666,10
48,0.7462994095437678,0.7462994095437678,0.7016919342928122,10
49,0.7462994095437678,0.7462994095437678,0.6969731824357633,10
50,0.7462994095437678,0.7462994095437678,0.7010185628768572,10
51,0.7462994095437678,0.7462994095437678,0.7092962748599025,10
52,0.7462994095437678,0.7462994095437678,0.705448231583332,10
53,0.7462994095437678,0.7462994095437678,0.7042015641204782,10
54,0.7462994095437678,0.7462994095437678,0.7066146740441962,10
55,0.7462994095437678,0.7462994095437678,0.7041036739166383,10
56,0.7462994095437678,0.7462994095437678,0.7046960113835828,10
57,0.7462994095437678,0.7462994095437678,0.700858595825472,10
58,0.7462994095437678,0.7462994095437678,0.703458528812448,10
59,0.7462994095437678,0.7462994095437678,0.7084231343100282,10
60,0.7462994095437678,0.7462994095437678,0.7116189307692119,10
61,0.7462994095437678,0.7462994095437678,0.713954624334272,10
62,0.7462994095437678,0.7462994095437678,0.7245665996610623,10
63,0.7462994095437678,0.7462994095437678,0.7157099684996582,10
64,0.7462994095437678,0.7462994095437678,0.7112610709595464,10
65,0.7462994095437678,0.7462994095437678,0.7060676465179414,10
66,0.7462994095437678,0.7462994095437678,0.7048520194541241,10
67,0.7462994095437678,0.7462994095437678,0.7092361524099013,10
68,0.7462994095437678,0.7462994095437678,0.7113054736134675,10
69,0.7462994095437678,0.7462994095437678,0.7160845136772575,10
70,0.7462994095437678,0.7462994095437678,0.7134981428601211,10
71,0.7462994095437678,0.7462994095437678,0.719628496062261,10
72,0.7462994095437678,0.7462994095437678,0.7191352750745014,10
73,0.7462994095437678,0.7462994095437678,0.7204860208439091,10
74,0.7462994095437678,0.7462994095437678,0.716245078008931,10
75,0.7462994095437678,0.7462994095437678,0.714830056887545,10
76,0.7462994095437678,0.7462994095437678,0.716992451030435,10
77,0.7462994095437678,0.7462994095437678,0.7132391697894391,10
78,0.7462994095437678,0.7462994095437678,0.7125773331881394,10
79,0.7462994095437678,0.7462994095437678,0.7271461844040543,10
80,0.7462994095437678,0.7462994095437678,0.7289389928987104,10
81,0.7462994095437678,0.7462994095437678,0.7175538350055524,10
82,0.7462994095437678,0.7462994095437678,0.7251746086361074,10
83,0.7462994095437678,0.7462994095437678,0.720202711831062,10
84,0.7462994095437678,0.7462994095437678,0.72664864367915,10
85,0.7462994095437678,0.7462994095437678,0.7237769724682954,10
86,0.7462994095437678,0.7462994095437678,0.7299839909490248,10
87,0.7462994095437678,0.7462994095437678,0.7236025229488373,10
88,0.7462994095437678,0.7462994095437678,0.7236261681681362,10
89,0.7462994095437678,0.7462994095437678,0.7309709920509232,10
90,0.7462994095437678,0.7462994095437678,0.7331647601502689,10
91,0.7462994095437678,0.7462994095437678,0.7303343049220586,10
92,0.7462994095437678,0.7462994095437678,0.7307683501079515,10
93,0.7462994095437678,0.7462994095437678,0.7319055229876287,10
94,0.7462994095437678,0.7462994095437678,0.7291631111048998,10
95,0.7462994095437678,0.7462994095437678,0.7366867482557583,10
96,0.7462994095437678,0.7462994095437678,0.7384239208752783,10
97,0.7462994095437678,0.7462994095437678,0.7407243760138322,10
98,0.7462994095437678,0.7462994095437678,0.7327937044577034,10
99,0.7462994095437678,0.7462994095437678,0.7368114022262354,10
100,0.7462994095437678,0.7462994095437678,0.7413029551023369,10
