symbol,step,action_id,trade_action,q_hold,q_buy,q_sell,reward,executed,portfolio_value,cash,shares,current_drawdown,max_drawdown
GVT&D,244,0,HOLD,-0.9293062090873718,-0.9406546354293823,-0.941321849822998,-0.0005435466286746876,False,1391286.7407611087,994547.4092181398,189.0,-0.007630199233489912,-0.03889045621491643
GVT&D,245,0,HOLD,-0.9086405634880066,-0.927391767501831,-0.931363582611084,-0.013922914272396138,False,1386892.4907611087,994547.4092181398,189.0,-0.01076450711500734,-0.03889045621491643
HBLENGINE,1,0,HOLD,-1.1171448230743408,-1.1352148056030273,-1.1343653202056885,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
HBLENGINE,2,0,HOLD,-1.0865366458892822,-1.089606761932373,-1.1120731830596924,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
HBLENGINE,3,1,BUY,-1.069203495979309,-1.0613324642181396,-1.0826976299285889,-0.0015662165457764209,False,999216.8917271118,900340.8430515747,217.0,-0.000783108272888232,-0.000783108272888232
HBLENGINE,4,1,BUY,-1.093619465827942,-1.0898420810699463,-1.1021496057510376,-0.0024536786380214975,False,998381.9337320251,810488.0312051696,414.0,-0.0016180662679749075,-0.0016180662679749075
HBLENGINE,5,0,HOLD,-1.0803678035736084,-1.0880045890808105,-1.091511607170105,-0.008247433988782391,False,995069.9337320251,810488.0312051696,414.0,-0.004930066267974907,-0.004930066267974907
HBLENGINE,6,0,HOLD,-1.1001211404800415,-1.1126492023468018,-1.110280990600586,-0.006880691559708441,False,994097.0312051696,810488.0312051696,414.0,-0.005902968794830377,-0.005902968794830377
HBLENGINE,7,0,HOLD,-1.1074427366256714,-1.1233186721801758,-1.1217705011367798,0.0006161342475074993,False,997346.9337320251,810488.0312051696,414.0,-0.0026530662679749074,-0.005902968794830377
HBLENGINE,8,0,HOLD,-1.070927619934082,-1.075181484222412,-1.1024130582809448,0.0027396710557188175,False,1000079.3362588806,810488.0312051696,414.0,0.0,-0.005902968794830377
HBLENGINE,9,0,HOLD,-1.0067769289016724,-1.0127692222595215,-1.0470094680786133,0.0013039940191375,False,1001383.4337320251,810488.0312051696,414.0,0.0,-0.005902968794830377
HBLENGINE,10,1,BUY,-1.0208566188812256,-1.0190997123718262,-1.0290157794952393,0.0016730547145746844,False,1003058.8030069275,751408.2096231384,542.0,0.0,-0.005902968794830377
HBLENGINE,11,0,HOLD,-0.9818329215049744,-0.9866858124732971,-1.0057545900344849,-0.004809070153122277,False,1000646.9129312439,751408.2096231384,542.0,-0.002404535076561146,-0.005902968794830377
HBLENGINE,12,0,HOLD,-1.0173461437225342,-1.0229023694992065,-1.018323302268982,-0.00045695407283082045,False,1001622.506315033,751408.2096231384,542.0,-0.001431916740662523,-0.005902968794830377
HBLENGINE,13,0,HOLD,-0.9790283441543579,-0.9853790998458862,-0.9970731735229492,0.009172024947811552,False,1010809.4129312439,751408.2096231384,542.0,0.0,-0.005902968794830377
HBLENGINE,14,1,BUY,-0.893831729888916,-0.889869749546051,-0.9086928367614746,0.005227988513359261,False,1016093.9129312439,751408.2096231384,542.0,0.0,-0.005902968794830377
HBLENGINE,15,1,BUY,-0.8119385242462158,-0.804036557674408,-0.8075839877128601,-0.03589884056933364,False,997855.6162393494,751408.2096231384,542.0,-0.0179494202846668,-0.0179494202846668
HBLENGINE,16,0,HOLD,-1.0095945596694946,-1.0336277484893799,-1.0179225206375122,0.01004166010290777,False,1011947.6162393494,751408.2096231384,542.0,-0.004080623492697864,-0.0179494202846668
HBLENGINE,17,0,HOLD,-0.9538930654525757,-0.970768928527832,-0.9951834082603455,0.00441870698467306,False,1016419.1162393494,751408.2096231384,542.0,0.0,-0.0179494202846668
HBLENGINE,18,1,BUY,-0.9455597996711731,-0.9426144361495972,-0.950035035610199,0.0031994675700630637,False,1019671.1162393494,751408.2096231384,542.0,0.0,-0.0179494202846668
HBLENGINE,19,0,HOLD,-0.9718290567398071,-0.9796404242515564,-0.9975956678390503,0.004837036853381216,False,1024603.3030069275,751408.2096231384,542.0,0.0,-0.0179494202846668
HBLENGINE,20,0,HOLD,-0.950652003288269,-0.9507782459259033,-0.9622830748558044,0.017562315642944304,False,1042597.7096231384,751408.2096231384,542.0,0.0,-0.0179494202846668
HBLENGINE,21,0,HOLD,-0.9090843796730042,-0.9124167561531067,-0.9305153489112854,-0.007485929769827546,False,1038695.3030069275,751408.2096231384,542.0,-0.003742964884913777,-0.0179494202846668
HBLENGINE,22,0,HOLD,-0.9688640236854553,-0.9741842150688171,-0.9752024412155151,-0.0030137874980634403,False,1039074.7096231384,751408.2096231384,542.0,-0.0033790597921737595,-0.0179494202846668
HBLENGINE,23,1,BUY,-0.9862677454948425,-0.9840896129608154,-0.9904627203941345,-0.015668431823718278,False,1032679.1162393494,751408.2096231384,542.0,-0.009513346607460204,-0.0179494202846668
HBLENGINE,24,2,SELL,-1.032299518585205,-1.0316071510314941,-1.0295029878616333,0.00647017918287297,False,1040971.486981659,779403.486981659,488.0,-0.0015597796028798852,-0.0179494202846668
HBLENGINE,25,1,BUY,-0.9890894293785095,-0.9879805445671082,-1.0017799139022827,0.006985025051114313,False,1048242.6988957215,779403.486981659,488.0,0.0,-0.0179494202846668
HBLENGINE,26,0,HOLD,-1.016121745109558,-1.0165740251541138,-1.0451586246490479,0.019040611635008142,False,1068201.8810246277,779403.486981659,488.0,0.0,-0.0179494202846668
HBLENGINE,27,1,BUY,-1.0126585960388184,-1.0104652643203735,-1.0398958921432495,0.000868011871663299,False,1069129.0929386902,779403.486981659,488.0,0.0,-0.0179494202846668
HBLENGINE,28,0,HOLD,-1.0149973630905151,-1.0223909616470337,-1.0201189517974854,-0.053039091459313015,False,1040776.2750675965,779403.486981659,488.0,-0.026519545729656483,-0.026519545729656483
HBLENGINE,29,2,SELL,-1.2856695652008057,-1.279964804649353,-1.250199317932129,-0.036204579028660776,False,1035668.5716398621,805086.5770109559,440.0,-0.031296988848050065,-0.031296988848050065
HBLENGINE,30,2,SELL,-1.362432599067688,-1.3751904964447021,-1.3356692790985107,-0.010677641282084899,False,1046515.7182743836,828121.7182743836,396.0,-0.021151210657030933,-0.031296988848050065
HBLENGINE,31,0,HOLD,-1.2340623140335083,-1.2349773645401,-1.260077714920044,-0.01617171589903846,False,1049149.1279423523,828121.7182743836,396.0,-0.018688075301944527,-0.031296988848050065
HBLENGINE,32,0,HOLD,-1.1968024969100952,-1.2105793952941895,-1.2285157442092896,-0.033495416256575344,False,1041308.3086064148,828121.7182743836,396.0,-0.026021913084232934,-0.031296988848050065
HBLENGINE,33,0,HOLD,-1.290287971496582,-1.3200891017913818,-1.3134098052978516,-0.03352877071667405,False,1037348.3086064148,828121.7182743836,396.0,-0.029725862425949226,-0.031296988848050065
HBLENGINE,34,0,HOLD,-1.2554638385772705,-1.2721174955368042,-1.2763481140136719,-0.02889848363713781,False,1037783.923108368,828121.7182743836,396.0,-0.029318414434092825,-0.031296988848050065
HBLENGINE,35,0,HOLD,-1.2032718658447266,-1.230703353881836,-1.2246720790863037,-0.04146286549387291,False,1031388.5134403992,828121.7182743836,396.0,-0.035300301663809715,-0.035300301663809715
HBLENGINE,36,0,HOLD,-1.2489567995071411,-1.266159176826477,-1.2667269706726074,-0.033942492817388786,False,1032101.3086064148,828121.7182743836,396.0,-0.034633595303723314,-0.035300301663809715
HBLENGINE,37,0,HOLD,-1.2031607627868652,-1.2285401821136475,-1.2263082265853882,-0.03602862156226337,False,1031368.7182743836,828121.7182743836,396.0,-0.03531881688909576,-0.03531881688909576
HBLENGINE,38,0,HOLD,-1.1682993173599243,-1.197128415107727,-1.1906920671463013,-0.040636980347599716,False,1028576.923108368,828121.7182743836,396.0,-0.03793009665358321,-0.03793009665358321
HBLENGINE,39,0,HOLD,-1.1833152770996094,-1.2072378396987915,-1.2026762962341309,-0.03234021702304952,False,1031507.3086064148,828121.7182743836,396.0,-0.03518918770498076,-0.03793009665358321
HBLENGINE,40,0,HOLD,-1.1484559774398804,-1.172871470451355,-1.1729074716567993,-0.0423550065697818,False,1027745.3206913758,828121.7182743836,396.0,-0.0387079282760549,-0.0387079282760549
HBLENGINE,41,0,HOLD,-1.1474248170852661,-1.157628059387207,-1.1608951091766357,-0.02601208052724656,False,1034398.1279423523,828121.7182743836,396.0,-0.03248528659983772,-0.0387079282760549
HBLENGINE,42,0,HOLD,-1.116590142250061,-1.1190781593322754,-1.1466666460037231,-0.028794505541803662,False,1036338.5134403992,828121.7182743836,396.0,-0.030670364986664346,-0.0387079282760549
HBLENGINE,43,0,HOLD,-1.0976613759994507,-1.1074421405792236,-1.1127768754959106,-0.04218375054376332,False,1030279.7182743836,828121.7182743836,396.0,-0.03633740295806774,-0.0387079282760549
HBLENGINE,44,0,HOLD,-1.1319323778152466,-1.1543879508972168,-1.1482374668121338,-0.03799787662993867,False,1029408.5134403992,828121.7182743836,396.0,-0.03715227633466786,-0.0387079282760549
HBLENGINE,45,0,HOLD,-1.1173229217529297,-1.1419222354888916,-1.135758399963379,-0.05183860475264981,False,1021706.3206913758,828121.7182743836,396.0,-0.04435645102217225,-0.04435645102217225
HBLENGINE,46,0,HOLD,-1.1813340187072754,-1.1871447563171387,-1.184577226638794,-0.061183657307526604,False,1012915.1158573914,828121.7182743836,396.0,-0.05257922308220496,-0.05257922308220496
HBLENGINE,47,1,BUY,-1.2404968738555908,-1.2344814538955688,-1.2468101978302002,-0.0712064908733877,False,1003226.4849582824,759922.6882663879,542.0,-0.0616413943046511,-0.0616413943046511
HBLENGINE,48,1,BUY,-1.323358416557312,-1.2835474014282227,-1.3148778676986694,-0.06952557492240422,False,999145.9093699035,752733.1059641418,558.0,-0.06545812290677225,-0.06545812290677225
HBLENGINE,49,1,BUY,-1.2265393733978271,-1.214171051979065,-1.2277928590774536,-0.1094409312641096,False,976429.8112728881,749638.8147213744,565.0,-0.08670541497566188,-0.08670541497566188
HBLENGINE,50,2,SELL,-1.5662556886672974,-1.538991093635559,-1.5056973695755005,-0.049497488635938655,False,995418.4859799193,772094.7359799193,509.0,-0.06894453386930503,-0.08670541497566188
HBLENGINE,51,1,BUY,-1.305909276008606,-1.3039027452468872,-1.3229061365127563,-0.031815675798853305,False,1014557.6315585326,746621.7884799193,567.0,-0.05104291122614418,-0.08670541497566188
HBLENGINE,52,1,BUY,-1.2257245779037476,-1.1979275941848755,-1.2596759796142578,-0.06247953706886817,False,1008604.1315585326,746621.7884799193,567.0,-0.056611462338747205,-0.08670541497566188
HBLENGINE,53,1,BUY,-1.1904113292694092,-1.1745439767837524,-1.1828117370605469,-0.07146945302193983,False,1000892.945401306,746621.7884799193,567.0,-0.06382404892736113,-0.08670541497566188
HBLENGINE,54,0,HOLD,-1.2141010761260986,-1.2322149276733398,-1.2264760732650757,-0.06821137833877193,False,998624.945401306,746621.7884799193,567.0,-0.06594540173216228,-0.08670541497566188
HBLENGINE,55,0,HOLD,-1.156153917312622,-1.1660655736923218,-1.161662220954895,-0.05452497155523255,False,1004521.7419406127,746621.7884799193,567.0,-0.06042988767660678,-0.08670541497566188
HBLENGINE,56,0,HOLD,-1.1527814865112305,-1.169867753982544,-1.1716445684432983,-0.049317817328477676,False,1010276.7884799193,746621.7884799193,567.0,-0.05504695817135136,-0.08670541497566188
HBLENGINE,57,0,HOLD,-1.2038722038269043,-1.2093818187713623,-1.2297090291976929,-0.06781834675820861,False,1003642.8815585326,746621.7884799193,567.0,-0.06125192159924972,-0.08670541497566188
HBLENGINE,58,0,HOLD,-1.2160571813583374,-1.2368910312652588,-1.235234022140503,-0.052380145420000836,False,1008235.585019226,746621.7884799193,567.0,-0.05695617893259989,-0.08670541497566188
HBLENGINE,59,0,HOLD,-1.178360104560852,-1.1875234842300415,-1.201056957244873,-0.06504220233952046,False,1004039.7884799193,746621.7884799193,567.0,-0.06088067838455452,-0.08670541497566188
HBLENGINE,60,0,HOLD,-1.1967222690582275,-1.2147481441497803,-1.2114412784576416,-0.055788670681903414,False,1006676.335019226,746621.7884799193,567.0,-0.05841460898590068,-0.08670541497566188
HBLENGINE,61,0,HOLD,-1.1825401782989502,-1.2058037519454956,-1.205216884613037,-0.05677424224873487,False,1007526.835019226,746621.7884799193,567.0,-0.057619101684100255,-0.08670541497566188
HBLENGINE,62,0,HOLD,-1.178191900253296,-1.1961396932601929,-1.1980586051940918,-0.024498079913524547,False,1024706.945401306,746621.7884799193,567.0,-0.041549844476949045,-0.08670541497566188
HBLENGINE,63,1,BUY,-1.2174814939498901,-1.193713665008545,-1.2069250345230103,-0.034776924892690034,False,1028250.695401306,746621.7884799193,567.0,-0.03823523071944725,-0.08670541497566188
HBLENGINE,64,1,BUY,-1.1819143295288086,-1.1647164821624756,-1.1969072818756104,-0.04499623164288908,False,1024706.945401306,746621.7884799193,567.0,-0.041549844476949045,-0.08670541497566188
HBLENGINE,65,0,HOLD,-1.1821891069412231,-1.19646418094635,-1.1936635971069336,-0.028762585530226363,False,1031397.5384799193,746621.7884799193,567.0,-0.03529186017664065,-0.08670541497566188
HBLENGINE,66,1,BUY,-1.1700619459152222,-1.1585896015167236,-1.1949169635772705,-0.04544458427545039,False,1026067.7419406127,746621.7884799193,567.0,-0.040277036030995854,-0.08670541497566188
HBLENGINE,67,0,HOLD,-1.1745414733886719,-1.1853642463684082,-1.1859792470932007,-0.050727335717081316,False,1020596.195401306,746621.7884799193,567.0,-0.045394796435651134,-0.08670541497566188
HBLENGINE,68,0,HOLD,-1.208019733428955,-1.2343738079071045,-1.226698398590088,-0.06086881198132861,False,1012516.445401306,746621.7884799193,567.0,-0.05295211580275523,-0.08670541497566188
HBLENGINE,69,0,HOLD,-1.241371512413025,-1.2659125328063965,-1.2626266479492188,-0.07410452707114405,False,1001516.6315585326,746621.7884799193,567.0,-0.0632406898537508,-0.08670541497566188
HBLENGINE,70,0,HOLD,-1.2168015241622925,-1.2252544164657593,-1.2594671249389648,-0.05320787498827203,False,1006704.695401306,746621.7884799193,567.0,-0.05838808236505818,-0.08670541497566188
HBLENGINE,71,0,HOLD,-1.1092848777770996,-1.123471975326538,-1.1443475484848022,-0.06227024733780026,False,1004691.835019226,746621.7884799193,567.0,-0.06027079269010169,-0.08670541497566188
HBLENGINE,72,0,HOLD,-1.0638161897659302,-1.0742995738983154,-1.0877418518066406,-0.06503270241149,False,1002225.3815585326,746621.7884799193,567.0,-0.06257776710225044,-0.08670541497566188
HBLENGINE,73,0,HOLD,-1.0263640880584717,-1.0347930192947388,-1.0680774450302124,-0.05753579603900503,False,1004833.585019226,746621.7884799193,567.0,-0.06013820813980162,-0.08670541497566188
HBLENGINE,74,0,HOLD,-0.9708960652351379,-0.976234495639801,-0.9857415556907654,-0.04590826849509122,False,1012204.585019226,746621.7884799193,567.0,-0.05324381152419788,-0.08670541497566188
HBLENGINE,75,0,HOLD,-0.933351457118988,-0.9452738165855408,-0.9675625562667847,-0.054661450342980596,False,1011467.4919406127,746621.7884799193,567.0,-0.05393324471190326,-0.08670541497566188
HBLENGINE,76,1,BUY,-0.962704598903656,-0.9623323678970337,-0.9645987749099731,-0.026005945885025562,False,1025982.695401306,746621.7884799193,567.0,-0.0403565835242484,-0.08670541497566188
HBLENGINE,77,1,BUY,-0.9599729180335999,-0.9576272964477539,-0.9866135120391846,-0.011928382122115909,False,1040866.445401306,746621.7884799193,567.0,-0.02643520574274085,-0.08670541497566188
HBLENGINE,78,1,BUY,-0.9390514492988586,-0.9310988783836365,-0.9651597738265991,-0.0354658760686295,False,1036103.6315585326,746621.7884799193,567.0,-0.030890059580533258,-0.08670541497566188
HBLENGINE,79,2,SELL,-0.9807802438735962,-0.9769700765609741,-0.9708552360534668,-0.029536212510230513,False,1036815.9969970091,775183.9969970091,511.0,-0.030223755162122484,-0.08670541497566188
HBLENGINE,80,1,BUY,-0.9791556596755981,-0.9757091999053955,-0.9939550161361694,-0.0023613766449646703,False,1051481.703234802,775183.9969970091,511.0,-0.016506322595133245,-0.08670541497566188
HBLENGINE,81,0,HOLD,-0.971879243850708,-0.975031316280365,-1.0017895698547363,-0.0021436519504003087,False,1059095.584521423,775183.9969970091,511.0,-0.009384749216475112,-0.08670541497566188
HBLENGINE,82,1,BUY,-0.9880161285400391,-0.9872114658355713,-1.0142247676849365,-0.03291568258680495,False,1046576.0845214232,775183.9969970091,511.0,-0.02109474764668135,-0.08670541497566188
HBLENGINE,83,0,HOLD,-1.0585418939590454,-1.062097191810608,-1.0663090944290161,-0.040708959946996186,False,1036202.7907592162,775183.9969970091,511.0,-0.030797311940104703,-0.08670541497566188
HBLENGINE,84,0,HOLD,-1.0977500677108765,-1.107174038887024,-1.118255615234375,-0.021426116949335373,False,1041133.9532348021,775183.9969970091,511.0,-0.026184994767038384,-0.08670541497566188
HBLENGINE,85,0,HOLD,-1.063205599784851,-1.0751224756240845,-1.0783109664916992,-0.04744951078719899,False,1029917.4969970091,775183.9969970091,511.0,-0.03667620327672598,-0.08670541497566188
HBLENGINE,86,0,HOLD,-1.1731934547424316,-1.1843804121017456,-1.1738805770874023,-0.026740214646640365,False,1035129.7032348021,775183.9969970091,511.0,-0.03180101442234143,-0.08670541497566188
HBLENGINE,87,0,HOLD,-1.1506497859954834,-1.1705024242401123,-1.1677857637405396,-0.03879666913336511,False,1031450.4969970091,775183.9969970091,511.0,-0.035242325917925206,-0.08670541497566188
HBLENGINE,88,0,HOLD,-1.1129704713821411,-1.122183918952942,-1.1275385618209839,-0.01562873643860472,False,1041747.1594725951,775183.9969970091,511.0,-0.025611437989056164,-0.08670541497566188
HBLENGINE,89,0,HOLD,-1.0525058507919312,-1.0558013916015625,-1.0689513683319092,-0.02304499823498045,False,1043101.2907592162,775183.9969970091,511.0,-0.024344863825501203,-0.08670541497566188
HBLENGINE,90,1,BUY,-1.0419458150863647,-1.0404584407806396,-1.0534025430679321,-0.02681285530846708,False,1041798.2469970091,775183.9969970091,511.0,-0.025563653746019956,-0.08670541497566188
HBLENGINE,91,0,HOLD,-1.0309653282165527,-1.0405250787734985,-1.0389511585235596,-0.010310453455518717,False,1049846.496997009,775183.9969970091,511.0,-0.018035797612315982,-0.08670541497566188
HBLENGINE,92,0,HOLD,-1.0111466646194458,-1.0126498937606812,-1.0364543199539185,-0.026814516251393642,False,1045196.4094725951,775183.9969970091,511.0,-0.022385213931754414,-0.08670541497566188
HBLENGINE,93,1,BUY,-1.0427089929580688,-1.0405193567276,-1.0498985052108765,-0.0158588924298583,False,1048645.659472595,775183.9969970091,511.0,-0.019158989874452775,-0.08670541497566188
HBLENGINE,94,0,HOLD,-1.0435941219329834,-1.0442111492156982,-1.062329888343811,-0.014718843554111752,False,1050996.246997009,775183.9969970091,511.0,-0.0169603895932154,-0.08670541497566188
HBLENGINE,95,1,BUY,-1.0337162017822266,-1.0299603939056396,-1.0464404821395874,-0.0414983871596552,False,1037991.2907592162,775183.9969970091,511.0,-0.029124455021503796,-0.08670541497566188
HBLENGINE,96,2,SELL,-1.1384645700454712,-1.142891526222229,-1.1376910209655762,-0.016684356825890975,False,1044543.0558446044,801387.0670750731,460.0,-0.022996322199507976,-0.08670541497566188
HBLENGINE,97,1,BUY,-1.096817135810852,-1.0855004787445068,-1.1289763450622559,-0.03987177624254769,False,1035626.9680634765,783925.8240815429,493.0,-0.03133590236809215,-0.08670541497566188
HBLENGINE,98,1,BUY,-1.0665953159332275,-1.047011137008667,-1.0964818000793457,-0.03530094889394138,False,1033541.1327415771,776770.9765526123,507.0,-0.033286869127556254,-0.08670541497566188
HBLENGINE,99,0,HOLD,-1.0760847330093384,-1.0859829187393188,-1.0915439128875732,-0.03762830834650934,False,1031259.6327415771,776770.9765526123,507.0,-0.03542084903238598,-0.08670541497566188
HBLENGINE,100,0,HOLD,-1.0948230028152466,-1.109713077545166,-1.1114535331726074,-0.04073302143644829,False,1028471.1327415771,776770.9765526123,507.0,-0.038029046693844534,-0.08670541497566188
HBLENGINE,101,0,HOLD,-1.026777744293213,-1.0320638418197632,-1.0448487997055054,-0.03101697362535593,False,1032146.8827415771,776770.9765526123,507.0,-0.03459096795828553,-0.08670541497566188
HBLENGINE,102,0,HOLD,-1.056862235069275,-1.0755366086959839,-1.072303056716919,-0.09613693369152035,False,999825.6327415771,776770.9765526123,507.0,-0.06482234994337335,-0.08670541497566188
HBLENGINE,103,2,SELL,-1.549471378326416,-1.5339008569717407,-1.4763917922973633,-0.04757236754059642,False,1008737.9796623535,798746.4796623535,457.0,-0.05648626875388925,-0.08670541497566188
HBLENGINE,104,0,HOLD,-1.3076547384262085,-1.3176543712615967,-1.3393597602844238,-0.040065097329783785,False,1017261.0268730469,798746.4796623535,457.0,-0.0485143154444285,-0.08670541497566188
HBLENGINE,105,0,HOLD,-1.179540991783142,-1.1840183734893799,-1.2052335739135742,-0.05272244688559438,False,1015067.4324516602,798746.4796623535,457.0,-0.05056607368005675,-0.08670541497566188
HBLENGINE,106,1,BUY,-1.178918480873108,-1.1764600276947021,-1.1998640298843384,-0.04749827411542247,False,1016664.8312582092,761314.4345296936,536.0,-0.04907196149369926,-0.08670541497566188
HBLENGINE,107,0,HOLD,-1.1688026189804077,-1.1828488111495972,-1.1878693103790283,-0.04711771003255112,False,1017683.2279867248,761314.4345296936,536.0,-0.04811941354112566,-0.08670541497566188
HBLENGINE,108,0,HOLD,-1.0940543413162231,-1.0991792678833008,-1.1060792207717896,-0.047296971420535745,False,1018112.0378011779,761314.4345296936,536.0,-0.04771833025073042,-0.08670541497566188
HBLENGINE,109,0,HOLD,-1.0926337242126465,-1.1067776679992676,-1.1078859567642212,-0.048026691257590355,False,1017951.2279867248,761314.4345296936,536.0,-0.0478687422220398,-0.08670541497566188
HBLENGINE,110,0,HOLD,-1.1440002918243408,-1.1441001892089844,-1.1582990884780884,-0.04899939663108705,False,1017361.6410726623,761314.4345296936,536.0,-0.04842020688421817,-0.08670541497566188
HBLENGINE,111,0,HOLD,-1.111922264099121,-1.1284379959106445,-1.12837815284729,-0.013307333213375329,False,1035666.0378011779,761314.4345296936,536.0,-0.03129935885060723,-0.08670541497566188
HBLENGINE,112,1,BUY,-1.174928903579712,-1.1600147485733032,-1.2193185091018677,-0.03639377879459043,False,1032986.0378011779,761314.4345296936,536.0,-0.03380607204146573,-0.08670541497566188
HBLENGINE,113,1,BUY,-1.1641582250595093,-1.152357816696167,-1.1727346181869507,-0.031204506388450057,False,1034352.8312582092,761314.4345296936,536.0,-0.032527654434033146,-0.08670541497566188
HBLENGINE,114,0,HOLD,-1.1320269107818604,-1.138993501663208,-1.1474323272705078,-0.03334327483277309,False,1033924.0378011779,761314.4345296936,536.0,-0.032928722424665255,-0.08670541497566188
HBLENGINE,115,1,BUY,-1.142356038093567,-1.1369212865829468,-1.1615939140319824,-0.04338122106468341,False,1028430.0378011779,761314.4345296936,536.0,-0.038067484465925186,-0.08670541497566188
HBLENGINE,116,0,HOLD,-1.146902084350586,-1.151654601097107,-1.1605465412139893,-0.032290222237845057,False,1031458.4345296936,761314.4345296936,536.0,-0.035234901620207704,-0.08670541497566188
HBLENGINE,117,0,HOLD,-1.151110291481018,-1.1527107954025269,-1.1803512573242188,-0.04069723207890537,False,1028590.8312582092,761314.4345296936,536.0,-0.037917087794378926,-0.08670541497566188
HBLENGINE,118,0,HOLD,-1.1382112503051758,-1.1568341255187988,-1.155480146408081,-0.03336719987216663,False,1030976.0378011779,761314.4345296936,536.0,-0.03568610693460961,-0.08670541497566188
HBLENGINE,119,0,HOLD,-1.151700496673584,-1.1542142629623413,-1.1714110374450684,-0.038749821923355306,False,1029368.0378011779,761314.4345296936,536.0,-0.03719013484912471,-0.08670541497566188
HBLENGINE,120,0,HOLD,-1.137526035308838,-1.157710075378418,-1.1550019979476929,-0.036219205616112755,False,1029877.2279867248,761314.4345296936,536.0,-0.03671386852271947,-0.08670541497566188
HBLENGINE,121,0,HOLD,-1.1247565746307373,-1.1358941793441772,-1.1410590410232544,-0.034516988576381746,False,1031029.6410726623,761314.4345296936,536.0,-0.03563596961083981,-0.08670541497566188
HBLENGINE,122,0,HOLD,-1.1236647367477417,-1.1291484832763672,-1.141530156135559,-0.014599041758955274,False,1042071.2279867248,761314.4345296936,536.0,-0.025308323504313286,-0.08670541497566188
HBLENGINE,123,1,BUY,-0.9049521088600159,-0.8968449831008911,-0.9291265606880188,-0.019010953302129697,False,1045394.4345296936,761314.4345296936,536.0,-0.022199993027743493,-0.08670541497566188
HBLENGINE,124,1,BUY,-0.8887787461280823,-0.8812066912651062,-0.9018325209617615,0.018007818838458478,False,1066646.847615631,761314.4345296936,536.0,-0.002321745184425072,-0.08670541497566188
HBLENGINE,125,1,BUY,-0.8913512229919434,-0.8848352432250977,-0.9161755442619324,0.014170738761299706,False,1081762.021443756,761314.4345296936,536.0,0.0,-0.08670541497566188
HBLENGINE,126,1,BUY,-0.9105107188224792,-0.901430606842041,-0.9158458113670349,-0.005846721013320667,False,1078599.6410726623,761314.4345296936,536.0,-0.0029233605066603563,-0.08670541497566188
HBLENGINE,127,0,HOLD,-0.929421603679657,-0.934026300907135,-0.9375829100608826,-0.01815717510647317,False,1070372.021443756,761314.4345296936,536.0,-0.010529118026161171,-0.08670541497566188
HBLENGINE,128,0,HOLD,-0.994292140007019,-1.003806710243225,-0.998399555683136,-0.0010647584128124742,False,1075464.021443756,761314.4345296936,536.0,-0.005821982908583236,-0.08670541497566188
HBLENGINE,129,0,HOLD,-0.9605001211166382,-0.9605751633644104,-0.9767917990684509,-0.019785948660879654,False,1067933.2279867248,761314.4345296936,536.0,-0.01278358195509108,-0.08670541497566188
HBLENGINE,130,2,SELL,-1.0523362159729004,-1.0536905527114868,-1.0497846603393555,0.025886988746261386,False,1095578.8034413757,791602.7652333679,483.0,0.0,-0.08670541497566188
HBLENGINE,131,1,BUY,-1.0739185810089111,-1.0567477941513062,-1.1216546297073364,0.003835512226776139,False,1099780.9093373718,791602.7652333679,483.0,0.0,-0.08670541497566188
HBLENGINE,132,1,BUY,-1.0872963666915894,-1.0672638416290283,-1.0886698961257935,-0.01528337551717512,False,1091376.72702536,791602.7652333679,483.0,-0.007641687758587586,-0.08670541497566188
HBLENGINE,133,2,SELL,-1.094174861907959,-1.0965819358825684,-1.0929651260375977,-0.031995943554929615,False,1078035.9198940124,821364.175204071,435.0,-0.019772110298278397,-0.08670541497566188
HBLENGINE,134,0,HOLD,-1.1851739883422852,-1.1944396495819092,-1.1897844076156616,0.00499828241298952,False,1091520.9198940124,821364.175204071,435.0,-0.0075105772188172925,-0.08670541497566188
HBLENGINE,135,0,HOLD,-1.1006170511245728,-1.1060601472854614,-1.1345893144607544,-0.029267787050148954,False,1079601.9358241882,821364.175204071,435.0,-0.018348175842897354,-0.08670541497566188
HBLENGINE,136,2,SELL,-1.2675033807754517,-1.2786335945129395,-1.2497750520706177,0.019910355826725734,False,1101097.1945176697,846865.5993028259,392.0,0.0,-0.08670541497566188
HBLENGINE,137,0,HOLD,-1.2275322675704956,-1.22886061668396,-1.2444096803665161,-0.012709487345034201,False,1094100.0040879822,846865.5993028259,392.0,-0.0063547436725171075,-0.08670541497566188
HBLENGINE,138,0,HOLD,-1.2092405557632446,-1.217539668083191,-1.2319121360778809,-0.007247611026461352,False,1093610.0040879822,846865.5993028259,392.0,-0.006799754342274232,-0.08670541497566188
HBLENGINE,139,1,BUY,-1.2138729095458984,-1.2126466035842896,-1.230892300605774,-0.016458644926529077,False,1088310.4565917663,820402.2618896179,434.0,-0.01161272409880635,-0.08670541497566188
HBLENGINE,140,0,HOLD,-1.246228814125061,-1.2660008668899536,-1.2638245820999146,-0.004436666823905004,False,1092238.1512939148,820402.2618896179,434.0,-0.008045650527368413,-0.08670541497566188
